Currency;CurrencyCd;ReportDate;Valuation
Euro;eur;07MAR2017;9.53243
Australian Dollar;aud;04SEP2019;6.63008
Australian Dollar;aud;08MAR2017;6.81551
Norwegian Kroner;nok;05JUL2016;1.01139
US Dollar;usd;06MAY2007;6.74620
United Kingdom Pound;gbp;03JUN2018;11.76483
US Dollar;usd;06MAY2011;6.20595
US Dollar;usd;04MAR2013;6.44565
Euro;eur;04FEB2006;9.27012
Australian Dollar;aud;04JUL2017;6.49256
United Kingdom Pound;gbp;09NOV2018;11.81446
US Dollar;usd;08JUL2009;7.93155
Euro;eur;08NOV2016;9.93712
Australian Dollar;aud;04JUL2013;6.13649
US Dollar;usd;04JAN2014;6.50080
Australian Dollar;aud;02OCT2020;6.59509
United Kingdom Pound;gbp;03FEB2012;10.60360
Danish Krone;dkk;02NOV2011;1.22004
Danish Krone;dkk;09JUL2012;1.15783
Australian Dollar;aud;01NOV2017;6.44740
Norwegian Kroner;nok;08MAR2018;1.05192
Norwegian Kroner;nok;05JUL2017;1.01247
Norwegian Kroner;nok;09DEC2015;0.96982
Norwegian Kroner;nok;09MAR2009;1.28821
United Kingdom Pound;gbp;06OCT2008;12.53250
Australian Dollar;aud;05JAN2011;6.76617
Euro;eur;04AUG2010;9.38793
Australian Dollar;aud;02AUG2010;6.48859
Euro;eur;03JUN2020;10.67285
Australian Dollar;aud;03MAR2009;5.88517
Euro;eur;07SEP2016;9.50437
US Dollar;usd;08MAR2015;8.47090
United Kingdom Pound;gbp;03JUN2014;11.17810
Norwegian Kroner;nok;08DEC2017;1.01999
Australian Dollar;aud;06MAY2015;6.59057
United Kingdom Pound;gbp;01JUN2011;10.14450
US Dollar;usd;02OCT2014;7.19735
Australian Dollar;aud;02JUL2009;6.16201
Australian Dollar;aud;01SEP2007;5.61421
Euro;eur;05MAR2020;10.67285
US Dollar;usd;09JUN2011;6.22925
Danish Krone;dkk;09AUG2020;1.42985
Euro;eur;10APR2008;9.39047
US Dollar;usd;04MAY2008;6.06940
Australian Dollar;aud;03JUL2009;6.21265
Norwegian Kroner;nok;02FEB2013;1.15832
Australian Dollar;aud;04AUG2014;6.42435
Australian Dollar;aud;04OCT2020;6.59509
Australian Dollar;aud;07FEB2012;7.21652
Norwegian Kroner;nok;05APR2016;0.97456
United Kingdom Pound;gbp;02MAR2016;12.09475
Australian Dollar;aud;05MAY2019;6.70833
Euro;eur;01OCT2006;9.28117
US Dollar;usd;08DEC2020;9.73445
Danish Krone;dkk;05NOV2007;1.24285
Australian Dollar;aud;05JUN2016;5.99154
United Kingdom Pound;gbp;09NOV2014;11.76599
US Dollar;usd;06JAN2019;9.01140
United Kingdom Pound;gbp;06JAN2015;12.15026
US Dollar;usd;05NOV2014;7.36600
US Dollar;usd;06MAY2009;7.93375
Danish Krone;dkk;03MAR2016;1.25751
Australian Dollar;aud;10JAN2019;6.38161
United Kingdom Pound;gbp;10OCT2010;10.63780
United Kingdom Pound;gbp;02MAY2015;12.83262
Australian Dollar;aud;08JAN2011;6.86756
Euro;eur;10JAN2011;8.91392
Danish Krone;dkk;09NOV2016;1.34025
Australian Dollar;aud;06MAR2017;6.83147
Norwegian Kroner;nok;05OCT2015;0.99265
Norwegian Kroner;nok;06APR2007;1.13821
Euro;eur;10JUL2010;9.47347
Danish Krone;dkk;07JUN2006;1.23480
US Dollar;usd;02DEC2007;6.35940
Euro;eur;05OCT2010;9.25720
Danish Krone;dkk;06APR2006;1.24962
Euro;eur;06NOV2014;9.20911
Norwegian Kroner;nok;02MAY2015;1.10835
Norwegian Kroner;nok;04JAN2020;1.07457
Norwegian Kroner;nok;02MAY2013;1.12615
Danish Krone;dkk;03AUG2014;1.23609
Danish Krone;dkk;09JAN2006;1.24852
Danish Krone;dkk;08AUG2007;1.24177
Danish Krone;dkk;09APR2016;1.24762
Norwegian Kroner;nok;09JUN2011;1.14845
Euro;eur;03OCT2013;8.62792
Euro;eur;01JUL2009;10.72390
Australian Dollar;aud;07MAR2013;6.50974
US Dollar;usd;09JUN2009;7.72505
Norwegian Kroner;nok;09SEP2010;1.17458
United Kingdom Pound;gbp;02JUL2014;11.51000
United Kingdom Pound;gbp;06JUL2020;12.03519
United Kingdom Pound;gbp;03OCT2020;12.03519
Euro;eur;07JUN2019;10.63977
Danish Krone;dkk;06AUG2010;1.25999
Australian Dollar;aud;04JUN2016;5.99154
Euro;eur;07OCT2007;9.16285
Australian Dollar;aud;04APR2006;5.50948
Euro;eur;02DEC2006;9.03389
US Dollar;usd;06DEC2015;8.47605
United Kingdom Pound;gbp;07FEB2018;11.13092
Australian Dollar;aud;08FEB2020;6.59509
US Dollar;usd;07FEB2020;9.73445
US Dollar;usd;05APR2010;7.20675
US Dollar;usd;03NOV2015;8.57940
Danish Krone;dkk;03JUN2012;1.20886
Norwegian Kroner;nok;02AUG2013;1.11223
Euro;eur;01APR2007;9.34831
Norwegian Kroner;nok;09SEP2011;1.18024
Australian Dollar;aud;07JAN2015;6.40759
Danish Krone;dkk;05DEC2015;1.24297
United Kingdom Pound;gbp;09SEP2007;13.75450
Australian Dollar;aud;07JAN2007;5.43478
United Kingdom Pound;gbp;04MAY2018;11.94554
Danish Krone;dkk;02SEP2009;1.38483
US Dollar;usd;04DEC2014;7.49555
Australian Dollar;aud;04MAY2015;6.54668
Australian Dollar;aud;03AUG2018;6.58467
Danish Krone;dkk;03NOV2010;1.25077
US Dollar;usd;08MAY2012;6.86130
Euro;eur;02FEB2009;10.68980
US Dollar;usd;10JUL2010;7.49780
Euro;eur;06AUG2012;8.33973
US Dollar;usd;07FEB2018;7.98975
US Dollar;usd;10MAR2018;8.23965
Norwegian Kroner;nok;06APR2006;1.18297
Euro;eur;05MAR2015;9.20901
Danish Krone;dkk;08MAY2011;1.20731
Australian Dollar;aud;02AUG2006;5.49577
Danish Krone;dkk;10MAR2007;1.24838
Danish Krone;dkk;04JUL2019;1.41001
Australian Dollar;aud;02NOV2013;6.17230
Norwegian Kroner;nok;06JUL2008;1.17820
Australian Dollar;aud;03MAY2007;5.54564
Danish Krone;dkk;08MAR2009;1.56299
Danish Krone;dkk;02APR2011;1.20182
Euro;eur;10JAN2016;9.28164
Australian Dollar;aud;07MAY2015;6.54533
Norwegian Kroner;nok;08MAR2015;1.07674
Australian Dollar;aud;06MAR2009;5.89495
Norwegian Kroner;nok;03FEB2006;1.15433
Danish Krone;dkk;09FEB2014;1.18351
Danish Krone;dkk;02JUL2007;1.24263
Danish Krone;dkk;10APR2015;1.24905
Australian Dollar;aud;09FEB2016;5.95125
Euro;eur;10JAN2006;9.35332
US Dollar;usd;04MAR2007;7.06120
Euro;eur;03OCT2008;9.69569
Danish Krone;dkk;02JUN2013;1.15323
US Dollar;usd;04DEC2010;6.85960
Norwegian Kroner;nok;03MAY2006;1.20138
Danish Krone;dkk;01MAR2019;1.41054
Danish Krone;dkk;03SEP2008;1.27022
US Dollar;usd;02MAR2006;7.89550
United Kingdom Pound;gbp;07NOV2011;10.56020
Euro;eur;09SEP2018;10.50019
Danish Krone;dkk;04FEB2007;1.21685
Danish Krone;dkk;10JAN2019;1.37146
Australian Dollar;aud;03SEP2015;5.91972
Danish Krone;dkk;06NOV2020;1.42985
Australian Dollar;aud;03OCT2020;6.59509
Danish Krone;dkk;03OCT2016;1.28819
Norwegian Kroner;nok;06OCT2007;1.19656
Norwegian Kroner;nok;05APR2014;1.09054
US Dollar;usd;02JAN2011;6.75910
US Dollar;usd;04JAN2016;8.46895
Euro;eur;04JAN2020;10.67285
Danish Krone;dkk;06NOV2006;1.22794
United Kingdom Pound;gbp;04SEP2020;12.03519
United Kingdom Pound;gbp;10DEC2013;10.74720
Australian Dollar;aud;02DEC2018;6.63530
US Dollar;usd;03SEP2018;9.09675
Norwegian Kroner;nok;03AUG2008;1.18176
Danish Krone;dkk;05JUL2017;1.29600
Australian Dollar;aud;09JAN2015;6.57606
Euro;eur;07JUN2014;9.04220
Norwegian Kroner;nok;06OCT2009;1.22039
Euro;eur;06JAN2017;9.53372
Australian Dollar;aud;08FEB2012;7.19196
Norwegian Kroner;nok;08SEP2017;1.02680
Euro;eur;04AUG2020;10.67285
United Kingdom Pound;gbp;10AUG2007;13.71000
United Kingdom Pound;gbp;01AUG2014;11.56713
Norwegian Kroner;nok;09MAR2008;1.18615
Australian Dollar;aud;05MAY2011;6.56742
Danish Krone;dkk;08OCT2009;1.38578
United Kingdom Pound;gbp;03APR2015;12.75965
Norwegian Kroner;nok;06JUL2009;1.20787
United Kingdom Pound;gbp;03FEB2008;12.55530
Danish Krone;dkk;03APR2010;1.30628
Euro;eur;06AUG2017;9.59426
United Kingdom Pound;gbp;02MAY2011;10.01790
US Dollar;usd;04MAR2009;9.14485
Euro;eur;08JAN2019;10.20536
US Dollar;usd;07FEB2016;8.46965
Australian Dollar;aud;09FEB2020;6.59509
US Dollar;usd;02JAN2009;7.78000
Australian Dollar;aud;07APR2014;6.06056
United Kingdom Pound;gbp;08DEC2006;13.37810
Euro;eur;01APR2012;8.84242
Euro;eur;09SEP2013;8.72791
Australian Dollar;aud;07JAN2011;6.86756
United Kingdom Pound;gbp;03APR2011;10.16980
United Kingdom Pound;gbp;05FEB2011;10.45290
US Dollar;usd;10JUL2008;6.01100
Danish Krone;dkk;07MAR2011;1.18901
Danish Krone;dkk;03JUL2020;1.42985
Australian Dollar;aud;02SEP2015;5.92488
Norwegian Kroner;nok;09SEP2009;1.18930
Danish Krone;dkk;03JAN2014;1.18631
Australian Dollar;aud;06JUN2016;5.99154
Australian Dollar;aud;01DEC2010;6.74446
Danish Krone;dkk;06JUN2008;1.25041
US Dollar;usd;04OCT2015;8.28835
Australian Dollar;aud;07MAR2017;6.84864
United Kingdom Pound;gbp;05FEB2019;11.80002
US Dollar;usd;05SEP2019;9.65495
US Dollar;usd;09APR2012;6.73070
Australian Dollar;aud;06JAN2007;5.43478
Australian Dollar;aud;02SEP2011;6.83862
United Kingdom Pound;gbp;10OCT2014;11.60247
Norwegian Kroner;nok;06APR2009;1.22094
United Kingdom Pound;gbp;01OCT2017;10.91990
United Kingdom Pound;gbp;01FEB2009;11.81240
US Dollar;usd;01SEP2013;6.62835
US Dollar;usd;05APR2006;7.60670
Australian Dollar;aud;07JUN2016;6.05903
Danish Krone;dkk;10JUL2011;1.22407
Australian Dollar;aud;06MAY2011;6.67915
United Kingdom Pound;gbp;09JUL2008;11.87320
United Kingdom Pound;gbp;01APR2012;10.60770
Danish Krone;dkk;10FEB2013;1.15222
US Dollar;usd;09NOV2020;9.73445
Norwegian Kroner;nok;02NOV2013;1.09420
Norwegian Kroner;nok;03AUG2007;1.16248
United Kingdom Pound;gbp;05FEB2015;12.64495
Australian Dollar;aud;07MAY2019;6.71709
Norwegian Kroner;nok;05APR2013;1.12694
Danish Krone;dkk;01FEB2011;1.18120
US Dollar;usd;03FEB2012;6.71540
Danish Krone;dkk;05JAN2012;1.19090
United Kingdom Pound;gbp;05JUN2017;11.20839
Australian Dollar;aud;04SEP2015;5.88399
US Dollar;usd;03NOV2011;6.57730
Euro;eur;10NOV2008;9.97540
Euro;eur;02FEB2019;10.35918
Danish Krone;dkk;08JUL2013;1.17388
Norwegian Kroner;nok;02AUG2015;1.05315
United Kingdom Pound;gbp;04JAN2016;12.46502
Australian Dollar;aud;03SEP2011;6.83862
Australian Dollar;aud;08MAY2019;6.72114
Australian Dollar;aud;05AUG2018;6.58467
Danish Krone;dkk;09SEP2014;1.23328
Norwegian Kroner;nok;05JAN2014;1.06106
Norwegian Kroner;nok;09DEC2010;1.14550
US Dollar;usd;07APR2011;6.30820
Norwegian Kroner;nok;02NOV2012;1.17206
Euro;eur;07MAR2012;8.93265
US Dollar;usd;04AUG2020;9.73445
Norwegian Kroner;nok;09MAR2010;1.20972
Danish Krone;dkk;07APR2019;1.39682
Norwegian Kroner;nok;01NOV2020;1.07457
Norwegian Kroner;nok;01FEB2018;1.02423
Danish Krone;dkk;06SEP2018;1.42136
Danish Krone;dkk;01APR2013;1.11960
United Kingdom Pound;gbp;01DEC2016;11.68137
Norwegian Kroner;nok;06APR2008;1.17399
United Kingdom Pound;gbp;10AUG2011;10.58440
Australian Dollar;aud;05OCT2020;6.59509
Norwegian Kroner;nok;06JAN2007;1.09569
United Kingdom Pound;gbp;07NOV2007;13.26270
US Dollar;usd;06OCT2020;9.73445
Euro;eur;08NOV2011;9.04461
US Dollar;usd;04OCT2017;8.11615
Euro;eur;09DEC2020;10.67285
Danish Krone;dkk;10JUN2017;1.31164
Euro;eur;03JUL2016;9.38506
United Kingdom Pound;gbp;08DEC2010;10.91890
Australian Dollar;aud;06APR2010;6.66674
US Dollar;usd;01JUL2016;8.42125
United Kingdom Pound;gbp;06MAY2017;11.39020
US Dollar;usd;08DEC2016;9.15530
Australian Dollar;aud;01DEC2014;6.29910
US Dollar;usd;07NOV2017;8.42625
Australian Dollar;aud;08JAN2015;6.52816
Australian Dollar;aud;08APR2018;6.45385
Danish Krone;dkk;07FEB2017;1.27540
Euro;eur;09MAR2014;8.86563
Danish Krone;dkk;07MAY2013;1.14513
US Dollar;usd;04JAN2012;6.88155
Euro;eur;09JUN2016;9.24278
Australian Dollar;aud;03DEC2018;6.66199
Norwegian Kroner;nok;05JAN2015;1.04025
United Kingdom Pound;gbp;09NOV2010;10.75660
Danish Krone;dkk;01DEC2006;1.21192
US Dollar;usd;07FEB2014;6.50135
Norwegian Kroner;nok;02FEB2012;1.15799
Norwegian Kroner;nok;05OCT2016;1.07173
US Dollar;usd;10MAY2015;8.25300
United Kingdom Pound;gbp;05APR2014;10.83970
Euro;eur;10APR2018;10.25508
Norwegian Kroner;nok;09JUN2008;1.17690
Norwegian Kroner;nok;03NOV2007;1.17958
Euro;eur;07MAR2007;9.26894
Euro;eur;08AUG2009;10.23360
Australian Dollar;aud;08JUN2020;6.59509
Norwegian Kroner;nok;06JUL2007;1.15766
Euro;eur;02FEB2014;8.81525
Danish Krone;dkk;03FEB2008;1.26812
United Kingdom Pound;gbp;04MAR2015;12.76018
Australian Dollar;aud;03OCT2012;6.81640
Australian Dollar;aud;05MAY2007;5.52986
United Kingdom Pound;gbp;01DEC2020;12.03519
Australian Dollar;aud;05FEB2008;5.77545
Australian Dollar;aud;04MAY2007;5.52986
Norwegian Kroner;nok;09JUN2009;1.21465
Australian Dollar;aud;03SEP2007;5.66343
Australian Dollar;aud;05SEP2019;6.59385
US Dollar;usd;05FEB2009;8.32655
United Kingdom Pound;gbp;04MAY2014;11.00780
Danish Krone;dkk;07JAN2009;1.42498
US Dollar;usd;02OCT2012;6.59975
Euro;eur;08JAN2014;8.92202
Australian Dollar;aud;08JAN2007;5.45512
United Kingdom Pound;gbp;08JAN2014;10.79070
United Kingdom Pound;gbp;05OCT2019;12.03519
Euro;eur;02DEC2011;9.06423
United Kingdom Pound;gbp;06MAR2018;11.43156
Australian Dollar;aud;06JUN2020;6.59509
Euro;eur;10JUL2015;9.39051
Euro;eur;01JAN2010;10.28210
Danish Krone;dkk;02DEC2019;1.42985
Norwegian Kroner;nok;03AUG2006;1.17005
Danish Krone;dkk;06MAY2014;1.21479
Australian Dollar;aud;09JAN2019;6.38218
US Dollar;usd;02JUN2020;9.73445
United Kingdom Pound;gbp;05AUG2020;12.03519
US Dollar;usd;08MAY2010;7.72820
United Kingdom Pound;gbp;02MAY2007;13.36840
Norwegian Kroner;nok;01AUG2019;1.08910
United Kingdom Pound;gbp;04MAR2007;13.73050
US Dollar;usd;05NOV2016;8.96555
Danish Krone;dkk;04MAR2015;1.24129
Danish Krone;dkk;06DEC2014;1.24818
Danish Krone;dkk;08DEC2011;1.21570
Norwegian Kroner;nok;06JUL2006;1.15400
US Dollar;usd;03FEB2008;6.37470
US Dollar;usd;01NOV2006;7.19740
Euro;eur;03JUL2006;9.23035
Australian Dollar;aud;04JUN2008;5.81052
Danish Krone;dkk;06OCT2012;1.15304
Australian Dollar;aud;03OCT2016;6.54970
United Kingdom Pound;gbp;02SEP2013;10.28500
Danish Krone;dkk;07JUL2015;1.25248
Australian Dollar;aud;04JUL2009;6.21265
United Kingdom Pound;gbp;03AUG2017;10.63080
US Dollar;usd;05FEB2013;6.33410
Euro;eur;10AUG2006;9.19631
United Kingdom Pound;gbp;08MAY2020;12.03519
Euro;eur;06MAY2010;9.66322
United Kingdom Pound;gbp;08AUG2008;12.00030
United Kingdom Pound;gbp;01AUG2010;11.32280
US Dollar;usd;06MAR2006;7.87090
Danish Krone;dkk;09DEC2010;1.22468
Norwegian Kroner;nok;09JUN2010;1.21223
US Dollar;usd;09JUN2007;6.99950
United Kingdom Pound;gbp;04SEP2016;11.40506
US Dollar;usd;03SEP2016;8.54600
Norwegian Kroner;nok;06OCT2008;1.16169
Euro;eur;02MAY2016;9.19519
United Kingdom Pound;gbp;01AUG2006;13.48710
Danish Krone;dkk;10SEP2013;1.16453
Danish Krone;dkk;04DEC2017;1.33965
US Dollar;usd;01NOV2008;7.78833
Australian Dollar;aud;03NOV2013;6.17230
Australian Dollar;aud;09FEB2012;7.15935
US Dollar;usd;01JUL2018;8.97440
United Kingdom Pound;gbp;08DEC2014;11.83288
United Kingdom Pound;gbp;06JAN2011;10.53490
US Dollar;usd;06DEC2013;6.53470
Danish Krone;dkk;01JAN2017;1.28669
United Kingdom Pound;gbp;10DEC2017;11.37093
Euro;eur;10AUG2011;9.27803
United Kingdom Pound;gbp;03DEC2019;12.03519
Euro;eur;03OCT2018;10.38800
Euro;eur;01APR2017;9.54250
United Kingdom Pound;gbp;08OCT2007;13.25050
US Dollar;usd;02AUG2019;9.64800
US Dollar;usd;06DEC2011;6.74295
Danish Krone;dkk;04APR2009;1.44752
United Kingdom Pound;gbp;01APR2008;11.91180
United Kingdom Pound;gbp;06JAN2019;11.37915
Australian Dollar;aud;05APR2010;6.61724
Danish Krone;dkk;08JUN2020;1.42985
Norwegian Kroner;nok;09MAR2007;1.14677
Norwegian Kroner;nok;05JUL2014;1.10699
United Kingdom Pound;gbp;01JUN2007;13.74490
Australian Dollar;aud;08APR2014;6.06690
US Dollar;usd;06JAN2017;9.07325
Australian Dollar;aud;02OCT2012;6.79642
Danish Krone;dkk;01JUL2009;1.44045
Euro;eur;06FEB2008;9.43587
Danish Krone;dkk;09FEB2015;1.27210
United Kingdom Pound;gbp;01OCT2013;10.32530
US Dollar;usd;03FEB2006;7.73090
Norwegian Kroner;nok;02MAY2011;1.14669
Norwegian Kroner;nok;08SEP2015;1.01992
Norwegian Kroner;nok;03NOV2006;1.11182
Norwegian Kroner;nok;02MAY2012;1.17573
United Kingdom Pound;gbp;03OCT2016;10.96601
United Kingdom Pound;gbp;08JAN2010;11.41530
Euro;eur;04MAY2013;8.51779
US Dollar;usd;02AUG2017;8.09950
Norwegian Kroner;nok;02FEB2010;1.24124
United Kingdom Pound;gbp;02JUL2010;11.52260
Norwegian Kroner;nok;08MAR2014;1.06984
Danish Krone;dkk;07SEP2017;1.28090
Norwegian Kroner;nok;05JAN2013;1.16830
US Dollar;usd;04OCT2013;6.40115
US Dollar;usd;07NOV2019;9.73445
Australian Dollar;aud;08FEB2008;5.80431
US Dollar;usd;08JAN2020;9.73445
Australian Dollar;aud;05APR2006;5.52855
United Kingdom Pound;gbp;09FEB2017;11.14308
United Kingdom Pound;gbp;04NOV2019;12.03519
Euro;eur;02DEC2016;9.79435
Euro;eur;08MAY2012;8.91386
US Dollar;usd;09FEB2017;8.88355
US Dollar;usd;04AUG2018;8.91205
Norwegian Kroner;nok;04APR2020;1.07457
Australian Dollar;aud;05JUL2013;6.14027
Norwegian Kroner;nok;05JAN2012;1.15168
Norwegian Kroner;nok;04APR2019;1.08042
Australian Dollar;aud;06JUL2013;6.14027
US Dollar;usd;06OCT2018;9.05290
Danish Krone;dkk;07DEC2013;1.19804
US Dollar;usd;10MAY2011;6.22980
Danish Krone;dkk;03DEC2018;1.37439
Australian Dollar;aud;04MAY2011;6.55441
Norwegian Kroner;nok;09MAR2006;1.17243
Danish Krone;dkk;01NOV2013;1.18074
Norwegian Kroner;nok;05JAN2011;1.14571
Danish Krone;dkk;07OCT2011;1.22551
Euro;eur;08DEC2007;9.39333
Danish Krone;dkk;03JUL2006;1.23738
Euro;eur;04MAY2018;10.55236
Danish Krone;dkk;05SEP2020;1.42985
United Kingdom Pound;gbp;07JUN2020;12.03519
Euro;eur;06MAY2020;10.67285
United Kingdom Pound;gbp;02NOV2012;10.76720
Norwegian Kroner;nok;02FEB2011;1.12477
Danish Krone;dkk;04AUG2013;1.17688
US Dollar;usd;10MAR2016;8.43975
Euro;eur;09JUN2011;9.03708
Norwegian Kroner;nok;05APR2015;1.08207
Danish Krone;dkk;04SEP2007;1.26027
United Kingdom Pound;gbp;09NOV2006;13.54810
Australian Dollar;aud;10FEB2020;6.59509
Norwegian Kroner;nok;05JUL2015;1.05796
Danish Krone;dkk;07AUG2009;1.37488
US Dollar;usd;09NOV2018;9.06260
Danish Krone;dkk;04JUN2011;1.20446
United Kingdom Pound;gbp;05AUG2016;11.18990
Euro;eur;08MAY2017;9.66427
Australian Dollar;aud;05AUG2014;6.40666
Euro;eur;07JUL2010;9.59618
Danish Krone;dkk;09AUG2006;1.22849
US Dollar;usd;06MAR2012;6.78830
Australian Dollar;aud;09MAY2019;6.72254
Euro;eur;03APR2014;8.95009
Australian Dollar;aud;07APR2010;6.72777
Danish Krone;dkk;10AUG2019;1.43143
United Kingdom Pound;gbp;04MAR2011;10.30260
Norwegian Kroner;nok;09DEC2011;1.17321
US Dollar;usd;06MAR2008;6.10105
United Kingdom Pound;gbp;08JAN2018;11.13245
Australian Dollar;aud;07JUN2020;6.59509
Danish Krone;dkk;01DEC2007;1.25571
Danish Krone;dkk;05MAY2016;1.24582
Australian Dollar;aud;01OCT2008;5.46990
Australian Dollar;aud;04SEP2011;6.83862
US Dollar;usd;02AUG2013;6.61325
Euro;eur;05OCT2015;9.32937
Norwegian Kroner;nok;05OCT2014;1.11605
US Dollar;usd;10DEC2019;9.73445
Danish Krone;dkk;10DEC2009;1.40330
US Dollar;usd;08MAR2013;6.40550
Australian Dollar;aud;02SEP2007;5.61421
United Kingdom Pound;gbp;02NOV2020;12.03519
Australian Dollar;aud;04AUG2018;6.58467
Australian Dollar;aud;07JUN2012;7.10278
Norwegian Kroner;nok;08DEC2015;0.96885
Danish Krone;dkk;02MAY2020;1.42985
United Kingdom Pound;gbp;06JUL2016;11.07622
United Kingdom Pound;gbp;04JUL2013;10.10080
Euro;eur;06NOV2019;10.67285
Australian Dollar;aud;06AUG2018;6.59013
United Kingdom Pound;gbp;08MAY2016;11.76057
US Dollar;usd;08JAN2018;8.21310
Euro;eur;01JUL2019;10.56302
US Dollar;usd;09APR2016;8.14910
US Dollar;usd;07FEB2012;6.68320
Euro;eur;04SEP2006;9.31269
Australian Dollar;aud;05AUG2010;6.51305
Australian Dollar;aud;09JAN2007;5.46778
Norwegian Kroner;nok;04JAN2019;1.04024
Norwegian Kroner;nok;08DEC2016;1.08234
Norwegian Kroner;nok;09DEC2009;1.23337
Euro;eur;05APR2006;9.34369
Euro;eur;01JUL2014;9.16191
Danish Krone;dkk;07NOV2019;1.42985
US Dollar;usd;09FEB2019;9.25765
US Dollar;usd;08MAY2006;7.32760
United Kingdom Pound;gbp;04JAN2008;12.52940
Norwegian Kroner;nok;05APR2010;1.21199
Norwegian Kroner;nok;09SEP2007;1.18124
Euro;eur;08AUG2019;10.73492
Norwegian Kroner;nok;04JUL2019;1.09261
United Kingdom Pound;gbp;03APR2007;13.84390
Australian Dollar;aud;09JUN2020;6.59509
United Kingdom Pound;gbp;10OCT2006;13.71460
Norwegian Kroner;nok;05JAN2010;1.24187
United Kingdom Pound;gbp;01OCT2009;11.20370
Danish Krone;dkk;05DEC2016;1.31995
United Kingdom Pound;gbp;06JAN2007;13.44790
Euro;eur;10NOV2018;10.27880
Australian Dollar;aud;01NOV2009;6.39554
Norwegian Kroner;nok;09SEP2008;1.18349
Norwegian Kroner;nok;08JUN2015;1.05888
Australian Dollar;aud;08JUN2016;6.06063
Danish Krone;dkk;09OCT2008;1.29815
Australian Dollar;aud;03DEC2014;6.34353
United Kingdom Pound;gbp;10MAR2020;12.03519
Norwegian Kroner;nok;05OCT2012;1.15913
Euro;eur;08AUG2014;9.25402
Norwegian Kroner;nok;08SEP2016;1.03073
US Dollar;usd;05FEB2007;7.05830
US Dollar;usd;04JAN2010;7.03370
United Kingdom Pound;gbp;06MAR2014;10.70490
Norwegian Kroner;nok;05OCT2013;1.07288
Danish Krone;dkk;08JAN2008;1.25972
Danish Krone;dkk;08AUG2008;1.26036
Norwegian Kroner;nok;09DEC2008;1.15341
Norwegian Kroner;nok;02FEB2009;1.18354
Australian Dollar;aud;05JUL2009;6.21265
Australian Dollar;aud;07FEB2008;5.79856
Euro;eur;10MAY2009;10.51040
United Kingdom Pound;gbp;09JUN2019;11.97703
Norwegian Kroner;nok;08JUN2014;1.10877
Australian Dollar;aud;06AUG2014;6.45260
Australian Dollar;aud;09MAR2017;6.77271
Euro;eur;08NOV2006;9.13950
US Dollar;usd;02JUN2018;8.82815
Australian Dollar;aud;10FEB2016;6.00806
Australian Dollar;aud;07MAY2011;6.67915
Australian Dollar;aud;01OCT2012;6.82380
Danish Krone;dkk;06AUG2011;1.23479
US Dollar;usd;07SEP2020;9.73445
US Dollar;usd;08OCT2019;9.73445
Australian Dollar;aud;04OCT2016;6.58725
Australian Dollar;aud;07AUG2018;6.62577
Norwegian Kroner;nok;06OCT2006;1.10295
Australian Dollar;aud;03AUG2006;5.47266
Norwegian Kroner;nok;07MAR2020;1.07457
US Dollar;usd;07NOV2015;8.71420
Danish Krone;dkk;05FEB2020;1.42985
US Dollar;usd;10MAY2013;6.59480
Australian Dollar;aud;08MAY2015;6.53266
US Dollar;usd;03JUL2017;8.47200
Euro;eur;10NOV2013;8.80834
Australian Dollar;aud;06MAY2007;5.52986
Australian Dollar;aud;09APR2018;6.41788
Australian Dollar;aud;09FEB2008;5.80431
Danish Krone;dkk;08FEB2016;1.26494
United Kingdom Pound;gbp;02NOV2016;10.95330
Euro;eur;04DEC2008;10.56710
US Dollar;usd;07APR2007;6.92090
United Kingdom Pound;gbp;07AUG2019;11.69639
Euro;eur;01JAN2015;9.48530
Norwegian Kroner;nok;08MAR2012;1.19914
Danish Krone;dkk;04JAN2013;1.14434
Australian Dollar;aud;03AUG2010;6.46102
US Dollar;usd;10JAN2019;8.88370
United Kingdom Pound;gbp;03JUN2006;13.46720
Australian Dollar;aud;10MAR2013;6.55347
Euro;eur;03JAN2012;8.92054
United Kingdom Pound;gbp;04JUL2017;11.03193
Australian Dollar;aud;03JUN2008;5.76610
Euro;eur;03JUL2011;9.10221
US Dollar;usd;03NOV2009;7.15285
Australian Dollar;aud;10JAN2015;6.57606
Australian Dollar;aud;05JUN2008;5.73190
US Dollar;usd;06AUG2019;9.59725
US Dollar;usd;09NOV2016;9.10535
Australian Dollar;aud;07APR2006;5.60281
Australian Dollar;aud;09APR2014;6.08395
Danish Krone;dkk;08APR2018;1.38202
United Kingdom Pound;gbp;02SEP2009;11.76890
Norwegian Kroner;nok;08DEC2014;1.05593
Euro;eur;02SEP2009;10.30670
Norwegian Kroner;nok;06JAN2006;1.17499
Norwegian Kroner;nok;04JAN2017;1.05847
Australian Dollar;aud;07MAR2009;5.89495
Euro;eur;09MAR2009;11.55640
Australian Dollar;aud;09MAR2013;6.55347
United Kingdom Pound;gbp;03OCT2012;10.74430
Danish Krone;dkk;01MAY2007;1.22547
United Kingdom Pound;gbp;07FEB2014;10.62160
United Kingdom Pound;gbp;02MAR2008;12.29400
United Kingdom Pound;gbp;05JUN2013;10.13500
Danish Krone;dkk;09JUN2019;1.42494
Norwegian Kroner;nok;09DEC2007;1.17272
